source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_id,event_import_source,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-1011,2021-07-12 08:30:00 AM,08:30,"Landslide in Bhagsunag Dharamshala, Kangra","Triggered slope failure in Bhagsunag Dharamshala, Kangra, Himachal Pradesh during heavy rainfall event.","Bhagsunag Dharamshala, Kangra, Himachal Pradesh",5km,debris_flow,cloudburst,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-1011,NASA_COOLR_Catalog,India,IND,Himachal Pradesh,1000000,Bhagsunag Dharamshala,2.5,2021-07-12 12:00:00 PM,2021-07-12 12:00:00 PM,2021-07-12 12:00:00 PM,76.3531,32.2472
NASA_COOLR_Citizen,https://landslides.nasa.gov/viewer,NASA-COOLR-1012,2022-08-20 08:30:00 AM,08:30,"Landslide in Bharmour-Holi road, Chamba","Triggered slope failure in Bharmour-Holi road, Chamba, Himachal Pradesh during heavy rainfall event.","Bharmour-Holi road, Chamba, Himachal Pradesh",5km,debris_slide,monsoon_rain,medium,road_cut_scarp,0,0,Monsoon Depression,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-1012,NASA_COOLR_Catalog,India,IND,Himachal Pradesh,1000000,Bharmour-Holi road,2.5,2022-08-20 12:00:00 PM,2022-08-20 12:00:00 PM,2022-08-20 12:00:00 PM,76.5415,32.4412
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-1013,2021-07-30 08:30:00 AM,08:30,"Landslide in Paonta-Shillai hill scarp, Sirmaur","Triggered slope failure in Paonta-Shillai hill scarp, Sirmaur, Himachal Pradesh during heavy rainfall event.","Paonta-Shillai hill scarp, Sirmaur, Himachal Pradesh",5km,translational_slide,monsoon_rain,medium,natural_slope,0,0,Monsoon Depression,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-1013,NASA_COOLR_Catalog,India,IND,Himachal Pradesh,1000000,Paonta-Shillai hill scarp,2.5,2021-07-30 12:00:00 PM,2021-07-30 12:00:00 PM,2021-07-30 12:00:00 PM,77.6254,30.6521
NASA_COOLR_2024,https://landslides.nasa.gov/viewer,NASA-COOLR-1014,2024-07-31 08:30:00 AM,08:30,"Landslide in Malana II dam breach, Kullu","Triggered slope failure in Malana II dam breach, Kullu, Himachal Pradesh during heavy rainfall event.","Malana II dam breach, Kullu, Himachal Pradesh",5km,debris_flow,cloudburst,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-1014,NASA_COOLR_Catalog,India,IND,Himachal Pradesh,1000000,Malana II dam breach,2.5,2024-07-31 12:00:00 PM,2024-07-31 12:00:00 PM,2024-07-31 12:00:00 PM,77.2915,32.0581
NASA_COOLR_2024,https://landslides.nasa.gov/viewer,NASA-COOLR-1015,2024-08-01 08:30:00 AM,08:30,"Landslide in Thaltukhod Chauhar valley, Mandi","Triggered slope failure in Thaltukhod Chauhar valley, Mandi, Himachal Pradesh during heavy rainfall event.","Thaltukhod Chauhar valley, Mandi, Himachal Pradesh",5km,debris_flow,cloudburst,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-1015,NASA_COOLR_Catalog,India,IND,Himachal Pradesh,1000000,Thaltukhod Chauhar valley,2.5,2024-08-01 12:00:00 PM,2024-08-01 12:00:00 PM,2024-08-01 12:00:00 PM,76.9821,31.9854
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-1016,2017-08-13 08:30:00 AM,08:30,"Landslide in Kotropi Mandi-Pathankot, Mandi","Triggered slope failure in Kotropi Mandi-Pathankot, Mandi, Himachal Pradesh during heavy rainfall event.","Kotropi Mandi-Pathankot, Mandi, Himachal Pradesh",5km,massive_debris_flow,continuous_rain,large,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-1016,NASA_COOLR_Catalog,India,IND,Himachal Pradesh,1000000,Kotropi Mandi-Pathankot,2.5,2017-08-13 12:00:00 PM,2017-08-13 12:00:00 PM,2017-08-13 12:00:00 PM,76.9214,31.8542
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-2001,2013-06-16 08:30:00 AM,08:30,"Landslide in Kedarnath Mandakini deluge, Rudraprayag","Triggered slope failure in Kedarnath Mandakini deluge, Rudraprayag, Uttarakhand during heavy rainfall event.","Kedarnath Mandakini deluge, Rudraprayag, Uttarakhand",5km,moraine_dam_debris_flow,cloudburst_rain,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2001,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Kedarnath Mandakini deluge,2.5,2013-06-16 12:00:00 PM,2013-06-16 12:00:00 PM,2013-06-16 12:00:00 PM,79.0665,30.7342
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-2002,2013-06-16 08:30:00 AM,08:30,"Landslide in Gaurikund river bank wash, Rudraprayag","Triggered slope failure in Gaurikund river bank wash, Rudraprayag, Uttarakhand during heavy rainfall event.","Gaurikund river bank wash, Rudraprayag, Uttarakhand",5km,debris_flow,monsoon_rain,medium,natural_slope,0,0,Monsoon Depression,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2002,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Gaurikund river bank wash,2.5,2013-06-16 12:00:00 PM,2013-06-16 12:00:00 PM,2013-06-16 12:00:00 PM,79.0284,30.6551
NASA_COOLR_Event,https://landslides.nasa.gov/viewer,NASA-COOLR-2003,2021-02-07 08:30:00 AM,08:30,"Landslide in Ronti peak rock-ice avalanche, Chamoli","Triggered slope failure in Ronti peak rock-ice avalanche, Chamoli, Uttarakhand during heavy rainfall event.","Ronti peak rock-ice avalanche, Chamoli, Uttarakhand",5km,rock_ice_avalanche,rock_wedge_failure,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2003,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Ronti peak rock-ice avalanche,2.5,2021-02-07 12:00:00 PM,2021-02-07 12:00:00 PM,2021-02-07 12:00:00 PM,79.7281,30.3854
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-2004,2023-01-05 08:30:00 AM,08:30,"Landslide in Joshimath slope subsidence, Chamoli","Triggered slope failure in Joshimath slope subsidence, Chamoli, Uttarakhand during heavy rainfall event.","Joshimath slope subsidence, Chamoli, Uttarakhand",5km,slow_subsidence_slump,toe_erosion_drainage,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2004,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Joshimath slope subsidence,2.5,2023-01-05 12:00:00 PM,2023-01-05 12:00:00 PM,2023-01-05 12:00:00 PM,79.5651,30.5582
NASA_COOLR_Event,https://landslides.nasa.gov/viewer,NASA-COOLR-2005,2023-08-04 08:30:00 AM,08:30,"Landslide in Gaurikund roadside slide, Rudraprayag","Triggered slope failure in Gaurikund roadside slide, Rudraprayag, Uttarakhand during heavy rainfall event.","Gaurikund roadside slide, Rudraprayag, Uttarakhand",5km,debris_flow,torrential_rain,medium,road_cut_scarp,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2005,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Gaurikund roadside slide,2.5,2023-08-04 12:00:00 PM,2023-08-04 12:00:00 PM,2023-08-04 12:00:00 PM,79.0281,30.6512
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-2006,2022-08-20 08:30:00 AM,08:30,"Landslide in Maldevta Song river debris, Dehradun","Triggered slope failure in Maldevta Song river debris, Dehradun, Uttarakhand during heavy rainfall event.","Maldevta Song river debris, Dehradun, Uttarakhand",5km,debris_torrent,cloudburst,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2006,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Maldevta Song river debris,2.5,2022-08-20 12:00:00 PM,2022-08-20 12:00:00 PM,2022-08-20 12:00:00 PM,78.1325,30.3452
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-2007,2021-10-19 08:30:00 AM,08:30,"Landslide in Naini lake catchment slopes, Nainital","Triggered slope failure in Naini lake catchment slopes, Nainital, Uttarakhand during heavy rainfall event.","Naini lake catchment slopes, Nainital, Uttarakhand",5km,rotational_slide,continuous_rain,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2007,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Naini lake catchment slopes,2.5,2021-10-19 12:00:00 PM,2021-10-19 12:00:00 PM,2021-10-19 12:00:00 PM,79.4542,29.3921
NASA_COOLR_Event,https://landslides.nasa.gov/viewer,NASA-COOLR-2008,2020-07-20 08:30:00 AM,08:30,"Landslide in Dharchula Kali river scarp, Pithoragarh","Triggered slope failure in Dharchula Kali river scarp, Pithoragarh, Uttarakhand during heavy rainfall event.","Dharchula Kali river scarp, Pithoragarh, Uttarakhand",5km,debris_slide,monsoon_rain,medium,natural_slope,0,0,Monsoon Depression,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2008,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Dharchula Kali river scarp,2.5,2020-07-20 12:00:00 PM,2020-07-20 12:00:00 PM,2020-07-20 12:00:00 PM,80.5352,29.8514
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-2009,2019-08-15 08:30:00 AM,08:30,"Landslide in Totaghati NH-58, Tehri Garhwal","Triggered slope failure in Totaghati NH-58, Tehri Garhwal, Uttarakhand during heavy rainfall event.","Totaghati NH-58, Tehri Garhwal, Uttarakhand",5km,rockfall,monsoon_rain,medium,road_cut_scarp,0,0,Monsoon Depression,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2009,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Totaghati NH-58,2.5,2019-08-15 12:00:00 PM,2019-08-15 12:00:00 PM,2019-08-15 12:00:00 PM,78.5421,30.1254
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-2010,2021-07-19 08:30:00 AM,08:30,"Landslide in Mando village, Uttarkashi","Triggered slope failure in Mando village, Uttarkashi, Uttarakhand during heavy rainfall event.","Mando village, Uttarkashi, Uttarakhand",5km,debris_flow,cloudburst,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2010,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Mando village,2.5,2021-07-19 12:00:00 PM,2021-07-19 12:00:00 PM,2021-07-19 12:00:00 PM,78.4354,30.7291
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-2011,2023-07-16 08:30:00 AM,08:30,"Landslide in Sirobagarh landslide zone, Pauri Garhwal","Triggered slope failure in Sirobagarh landslide zone, Pauri Garhwal, Uttarakhand during heavy rainfall event.","Sirobagarh landslide zone, Pauri Garhwal, Uttarakhand",5km,translational_slide,monsoon_rain,medium,natural_slope,0,0,Monsoon Depression,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2011,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Sirobagarh landslide zone,2.5,2023-07-16 12:00:00 PM,2023-07-16 12:00:00 PM,2023-07-16 12:00:00 PM,78.8924,30.2281
NASA_COOLR_2024,https://landslides.nasa.gov/viewer,NASA-COOLR-2012,2024-07-20 08:30:00 AM,08:30,"Landslide in Bhimbali Kedar route, Rudraprayag","Triggered slope failure in Bhimbali Kedar route, Rudraprayag, Uttarakhand during heavy rainfall event.","Bhimbali Kedar route, Rudraprayag, Uttarakhand",5km,debris_slide,torrential_rain,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2012,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Bhimbali Kedar route,2.5,2024-07-20 12:00:00 PM,2024-07-20 12:00:00 PM,2024-07-20 12:00:00 PM,79.0452,30.6851
NASA_COOLR_2024,https://landslides.nasa.gov/viewer,NASA-COOLR-2013,2024-08-01 08:30:00 AM,08:30,"Landslide in Budha Kedar cloudburst wash, Tehri Garhwal","Triggered slope failure in Budha Kedar cloudburst wash, Tehri Garhwal, Uttarakhand during heavy rainfall event.","Budha Kedar cloudburst wash, Tehri Garhwal, Uttarakhand",5km,debris_flow,cloudburst,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2013,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Budha Kedar cloudburst wash,2.5,2024-08-01 12:00:00 PM,2024-08-01 12:00:00 PM,2024-08-01 12:00:00 PM,78.7125,30.5412
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-2014,2010-09-18 08:30:00 AM,08:30,"Landslide in Kapkot-Almora regional deluge, Almora","Triggered slope failure in Kapkot-Almora regional deluge, Almora, Uttarakhand during heavy rainfall event.","Kapkot-Almora regional deluge, Almora, Uttarakhand",5km,mudslide,continuous_rain,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-2014,NASA_COOLR_Catalog,India,IND,Uttarakhand,1000000,Kapkot-Almora regional deluge,2.5,2010-09-18 12:00:00 PM,2010-09-18 12:00:00 PM,2010-09-18 12:00:00 PM,79.7854,29.7541
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-3001,2023-10-04 08:30:00 AM,08:30,"Landslide in Chungthang / South Lhonak GLOF, North Sikkim","Triggered slope failure in Chungthang / South Lhonak GLOF, North Sikkim, Sikkim during heavy rainfall event.","Chungthang / South Lhonak GLOF, North Sikkim, Sikkim",5km,complex_glof_debris,glof_rain,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-3001,NASA_COOLR_Catalog,India,IND,Sikkim,1000000,Chungthang / South Lhonak GLOF,2.5,2023-10-04 12:00:00 PM,2023-10-04 12:00:00 PM,2023-10-04 12:00:00 PM,88.5842,27.6921
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-3002,2022-07-10 08:30:00 AM,08:30,"Landslide in Gangtok NH-10 Ranipool, East Sikkim","Triggered slope failure in Gangtok NH-10 Ranipool, East Sikkim, Sikkim during heavy rainfall event.","Gangtok NH-10 Ranipool, East Sikkim, Sikkim",5km,rockfall,monsoon_rain,medium,road_cut_scarp,0,0,Monsoon Depression,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-3002,NASA_COOLR_Catalog,India,IND,Sikkim,1000000,Gangtok NH-10 Ranipool,2.5,2022-07-10 12:00:00 PM,2022-07-10 12:00:00 PM,2022-07-10 12:00:00 PM,88.6142,27.3315
NASA_COOLR_Citizen,https://landslides.nasa.gov/viewer,NASA-COOLR-3003,2021-09-02 08:30:00 AM,08:30,"Landslide in Namchi hill scarp, South Sikkim","Triggered slope failure in Namchi hill scarp, South Sikkim, Sikkim during heavy rainfall event.","Namchi hill scarp, South Sikkim, Sikkim",5km,rotational_slide,monsoon_rain,medium,natural_slope,0,0,Monsoon Depression,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-3003,NASA_COOLR_Catalog,India,IND,Sikkim,1000000,Namchi hill scarp,2.5,2021-09-02 12:00:00 PM,2021-09-02 12:00:00 PM,2021-09-02 12:00:00 PM,88.3581,27.1854
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-3004,2020-08-19 08:30:00 AM,08:30,"Landslide in Geyzing Pelling highway, West Sikkim","Triggered slope failure in Geyzing Pelling highway, West Sikkim, Sikkim during heavy rainfall event.","Geyzing Pelling highway, West Sikkim, Sikkim",5km,translational_slide,continuous_rain,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-3004,NASA_COOLR_Catalog,India,IND,Sikkim,1000000,Geyzing Pelling highway,2.5,2020-08-19 12:00:00 PM,2020-08-19 12:00:00 PM,2020-08-19 12:00:00 PM,88.2454,27.2882
NASA_COOLR_2024,https://landslides.nasa.gov/viewer,NASA-COOLR-3005,2024-06-13 08:30:00 AM,08:30,"Landslide in Mangan-Dzongu road breach, North Sikkim","Triggered slope failure in Mangan-Dzongu road breach, North Sikkim, Sikkim during heavy rainfall event.","Mangan-Dzongu road breach, North Sikkim, Sikkim",5km,debris_flow,torrential_rain,medium,road_cut_scarp,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-3005,NASA_COOLR_Catalog,India,IND,Sikkim,1000000,Mangan-Dzongu road breach,2.5,2024-06-13 12:00:00 PM,2024-06-13 12:00:00 PM,2024-06-13 12:00:00 PM,88.5241,27.5124
NASA_COOLR_Event,https://landslides.nasa.gov/viewer,NASA-COOLR-3006,2011-09-18 08:30:00 AM,08:30,"Landslide in Mangan earthquake induced slides, North Sikkim","Triggered slope failure in Mangan earthquake induced slides, North Sikkim, Sikkim during heavy rainfall event.","Mangan earthquake induced slides, North Sikkim, Sikkim",5km,seismic_rock_avalanche,earthquake_rain,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-3006,NASA_COOLR_Catalog,India,IND,Sikkim,1000000,Mangan earthquake induced slides,2.5,2011-09-18 12:00:00 PM,2011-09-18 12:00:00 PM,2011-09-18 12:00:00 PM,88.3125,27.7215
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-4001,2023-06-25 08:30:00 AM,08:30,"Landslide in Bhalukpong-Bomdila corridor, West Kameng","Triggered slope failure in Bhalukpong-Bomdila corridor, West Kameng, Arunachal Pradesh during heavy rainfall event.","Bhalukpong-Bomdila corridor, West Kameng, Arunachal Pradesh",5km,rockfall,cloudburst,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-4001,NASA_COOLR_Catalog,India,IND,Arunachal Pradesh,1000000,Bhalukpong-Bomdila corridor,2.5,2023-06-25 12:00:00 PM,2023-06-25 12:00:00 PM,2023-06-25 12:00:00 PM,92.4182,27.3521
NASA_COOLR_GLC,https://landslides.nasa.gov/viewer,NASA-COOLR-4002,2021-05-18 08:30:00 AM,08:30,"Landslide in Tawang-Jang road, Tawang","Triggered slope failure in Tawang-Jang road, Tawang, Arunachal Pradesh during heavy rainfall event.","Tawang-Jang road, Tawang, Arunachal Pradesh",5km,debris_avalanche,rain_snowmelt,medium,road_cut_scarp,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-4002,NASA_COOLR_Catalog,India,IND,Arunachal Pradesh,1000000,Tawang-Jang road,2.5,2021-05-18 12:00:00 PM,2021-05-18 12:00:00 PM,2021-05-18 12:00:00 PM,91.8652,27.5854
NASA_COOLR_Event,https://landslides.nasa.gov/viewer,NASA-COOLR-4003,2022-06-29 08:30:00 AM,08:30,"Landslide in Itanagar capital hills, Papum Pare","Triggered slope failure in Itanagar capital hills, Papum Pare, Arunachal Pradesh during heavy rainfall event.","Itanagar capital hills, Papum Pare, Arunachal Pradesh",5km,mudslide,continuous_rain,medium,natural_slope,0,0,Localized Cloudburst,,Verified against state disaster management reports & GSI compendium,IMP-NASA-COOLR-4003,NASA_COOLR_Catalog,India,IND,Arunachal Pradesh,1000000,Itanagar capital hills,2.5,2022-06-29 12:00:00 PM,2022-06-29 12:00:00 PM,2022-06-29 12:00:00 PM,93.6154,27.0982
