event_id,event_date,event_title,location_description,state,latitude,longitude,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,source_name,source_link,source_catalog,source_record_id,location_accuracy,source_dataset,verification_basis,data_quality_flag,event_date_parsed
4757,"2/18/13, 5:30 AM","East Siang, Arunachal Pradesh","East Siang, Arunachal Pradesh",Arunachal Pradesh,28.119,95.165,Landslide,Rain,Medium,Unknown,3,2,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-02-20/guwahati/37199432_1_fire-mishap-east-siang-massive-landslide,GLC,4757,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2013-02-18 05:30:00
4798,"4/7/13, 5:30 AM","Dibang Valley, Arunachal Pradesh","Dibang Valley, Arunachal Pradesh",Arunachal Pradesh,28.825,96.151,Landslide,Rain,Medium,Unknown,,,www.ndtv.com,http://www.ndtv.com/article/cities/landslide-triggered-by-heavy-rains-in-arunachal-pradesh-351219,GLC,4798,Location not known,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2013-04-07 05:30:00
4892,"6/1/13, 5:30 AM",Upper Subansiri,Upper Subansiri,Arunachal Pradesh,27.878,94.25,Landslide,Downpour,Large,Unknown,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-28/guwahati/40848148_1_daporijo-upper-subansiri-landslides,GLC,4892,Known within 50 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2013-06-01 05:30:00
5250,"8/1/13, 5:30 AM","Polo River At Polosang, Arunachal Pradesh","Polo River At Polosang, Arunachal Pradesh",Arunachal Pradesh,27.884,93.052,Mudslide,Rain,Medium,Unknown,,,www.thehindubusinessline.com,http://www.thehindubusinessline.com/news/states/landslide-blocks-polo-river-in-arunachal-pradesh/article4996075.ece,GLC,5250,Known within 10 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2013-08-01 05:30:00
5441,"9/2/13, 5:30 AM","Gosang Village Under Jengging Circle, Arunachal Pradesh","Gosang Village Under Jengging Circle, Arunachal Pradesh",Arunachal Pradesh,28.611,94.983,Landslide,Downpour,Large,Unknown,,,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-09-08/guwahati/41872983_1_flood-situation-arunachal-pradesh-landslides,GLC,5441,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2013-09-02 05:30:00
5442,"9/2/13, 5:30 AM",Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,27.161,93.753,Landslide,Downpour,Large,Unknown,,,ibnlive.in.com,http://ibnlive.in.com/news/massive-landslide-in-arunachal-due-to-rainfall-2-districts-remain-cut-off/420409-3-229.html,GLC,5442,Location not known,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2013-09-02 05:30:00
6015,"5/8/14, 5:30 AM",Lohit District of Arunachal Pradesh,Lohit District of Arunachal Pradesh,Arunachal Pradesh,27.903,96.174,Mudslide,Rain,Medium,Above road,0,0,Business Standard,http://www.business-standard.com/article/pti-stories/communication-to-tezu-snapped-due-to-landslide-114051000401_1.html,GLC,6015,Known within 1 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2014-05-08 05:30:00
6105,"6/27/14, 4:30 AM",Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,28.921,95.343,Landslide,Continuous rain,Medium,Above road,0,0,Times of India,http://timesofindia.indiatimes.com/india/Landslides-in-Arunachal-Pradesh-due-to-incessant-rain/articleshow/37379365.cms,GLC,6105,Location not known,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2014-06-27 04:30:00
6200,"8/17/14, 5:30 AM",Arunachal Pradesh/Itanagar,Arunachal Pradesh/Itanagar,Arunachal Pradesh,27.087,93.609,Landslide,Downpour,Large,Unknown,0,0,One India News,http://news.oneindia.in/india/flood-landslides-in-arunachal-pradesh-1504142.html,GLC,6200,Known within 10 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2014-08-17 05:30:00
6222,"10/1/14, 4:30 PM",Karsingsa block point,Karsingsa block point,Arunachal Pradesh,27.125,93.771,Landslide,Unknown,Small,Above road,5,0,The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=oct0214/oth052,GLC,6222,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2014-10-01 16:30:00
6971,"6/9/15, 5:30 AM","Itanagar, Arunachal Pradesh","Itanagar, Arunachal Pradesh",Arunachal Pradesh,27.099,93.816,Landslide,Continuous rain,Medium,Above road,2,2,First Post,http://www.firstpost.com/india/two-dead-2-injured-landslide-arunachal-pradesh-school-remain-shut-heavy-rainfall-alert-2287954.html,GLC,6971,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2015-06-09 05:30:00
7214,"7/15/15, 1:30 PM",Type-IV Colony of Seppa in East Kameng,Type-IV Colony of Seppa in East Kameng,Arunachal Pradesh,27.36,93.039,Landslide,Monsoon,Medium,Urban,3,0,NDTV,http://www.ndtv.com/andhra-pradesh-news/3-killed-in-landslide-in-arunachal-pradesh-781829,GLC,7214,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2015-07-15 13:30:00
7887,"8/16/15, 5:30 AM",Hawai,Hawai,Arunachal Pradesh,27.884,96.926,Landslide,Continuous rain,Medium,Above road,0,0,The Times of India,http://timesofindia.indiatimes.com/city/guwahati/Landslide-cuts-off-Anjaw-district-food-prices-rise/articleshow/48715682.cms,GLC,7887,Known within 50 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2015-08-16 05:30:00
7334,"8/18/15, 5:30 AM",Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,28.174,94.76,Landslide,Unknown,Medium,Unknown,1,0,webindia123,http://news.webindia123.com/news/Articles/India/20150820/2664183.html,GLC,7334,Location not known,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2015-08-18 05:30:00
7655,"4/22/16, 8:00 AM","Tawang, Arunachal Pradesh","Tawang, Arunachal Pradesh",Arunachal Pradesh,27.58,91.857,Landslide,Continuous rain,Medium,Above road,17,0,Zee News,http://zeenews.india.com/news/north-east/landslide-in-tawang-area-of-arunachal-pradesh-watch-video_1878690.html,GLC,7655,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2016-04-22 08:00:00
9428,"4/23/16, 3:00 AM","Thongleng village, Lumla, Tawang, Arunachal Pradesh, India","Thongleng village, Lumla, Tawang, Arunachal Pradesh, India",Arunachal Pradesh,27.552,91.752,Landslide,Continuous rain,Medium,Unknown,2,4,Arunchal Times,http://www.arunachaltimes.in/two-killed-in-lumla-landslide-four-injured/,GLC,,Known within 10 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2016-04-23 03:00:00
9404,"5/1/16, 5:30 AM","Hayuliang, Anjaw district,Arunachal Pradesh, India","Hayuliang, Anjaw district,Arunachal Pradesh, India",Arunachal Pradesh,28.082,96.532,Landslide,Downpour,Medium,Above road,0,0,Business Standard,http://www.business-standard.com/article/pti-stories/landslides-in-arunachal-district-no-loss-of-life-116050200846_1.html,GLC,9404,Known within 1 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2016-05-01 05:30:00
9168,"6/13/16, 4:30 AM","NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India","NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",Arunachal Pradesh,27.644,93.871,Landslide,Downpour,Medium,Above road,0,0,Arunachal Times,http://www.arunachaltimes.in/landslide-blocks-ziro-tamen-road/,GLC,9168,Known within 10 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2016-06-13 04:30:00
8237,"7/1/16, 5:30 AM","Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India","Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",Arunachal Pradesh,27.014,92.635,Landslide,Downpour,Large,Unknown,5,3,The Hindu,http://www.thehindu.com/news/national/many-killed-in-arunachal-landslip/article8798739.ece,GLC,8237,Known within 1 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2016-07-01 05:30:00
9010,"7/16/16, 5:30 AM","Hoj-Potin Highway, Arunachal Pradesh, India","Hoj-Potin Highway, Arunachal Pradesh, India",Arunachal Pradesh,27.303,93.804,Mudslide,Downpour,Medium,Above road,1,0,Arunachal Times,http://www.arunachaltimes.in/man-washed-away-by-mudslide/,GLC,9010,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2016-07-16 05:30:00
9087,"7/19/16, 5:30 AM","5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India","5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India",Arunachal Pradesh,28.235,94.961,Landslide,Downpour,Medium,Above road,0,0,NELive,http://www.nelive.in/arunachal-pradesh/news/landslide-disrupts-road-communication-between-aalo-and-pangin,GLC,9087,Known within 50 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2016-07-19 05:30:00
9252,"7/28/16, 5:30 AM","Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India","Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",Arunachal Pradesh,27.575,91.864,Landslide,Monsoon,Medium,Unknown,0,0,Arunchal Times,http://www.arunachaltimes.in/monsoon-fury-continues-to-pound-tawang/,GLC,9252,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2016-07-28 05:30:00
9464,"8/5/16, 5:30 AM",Babrang village under Jang circle in Tawang district,Babrang village under Jang circle in Tawang district,Arunachal Pradesh,27.575,91.975,Landslide,Downpour,Medium,Unknown,0,3,Business Standard,http://www.business-standard.com/article/pti-stories/three-injured-houses-collapse-in-landslide-in-arunachal-116080700399_1.html,GLC,9464,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2016-08-05 05:30:00
9869,"8/16/16, 5:30 AM",Landslide at Longding,"Longding, India",Arunachal Pradesh,26.882,95.4,Landslide,Other,Small,Unknown,1,0,The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=aug1716/oth054,GLC,,Known within 25 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2016-08-16 05:30:00
11174,"4/22/17, 5:30 AM",Fatal landslide near Palin,"Palin, Kurung Kumey, Arunachal Pradesh",Arunachal Pradesh,27.68,93.626,Landslide,Continuous rain,Small,Natural slope,3,0,The Northeast Today,https://thenortheasttoday.com/arunachal-pradesh-three-assam-labourers-killed-in-a-landslide/,GLC,,Known within 1 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-04-22 05:30:00
11173,"4/23/17, 4:30 AM",Landslide at IMC Ward Number 18,"IMC ward #18 (??), Lower Subansiri, Arunachal Pradesh",Arunachal Pradesh,27.618,93.842,Landslide,Monsoon,Small,Natural slope,0,0,The Dawnlit Post,https://thedawnlitpost.com/house-damaged-in-landslide/,GLC,,Known within 10 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-04-23 04:30:00
11171,"4/26/17, 5:30 AM",Landslide on Senki View road,"Senki View, Itanagar, Papum Pare, Arunachal Pradesh, India",Arunachal Pradesh,27.104,93.612,Landslide,Continuous rain,Small,Above road,0,0,Hindustan Times,http://www.hindustantimes.com/india-news/floods-landslides-hit-arunachal-capital-itanagar-following-heavy-rains/story-0FRcHVbMWVXWXotUXVBVuI.html,GLC,,Known within 1 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-04-26 05:30:00
11175,"5/3/17, 5:30 AM",Fatal landslide in Yangte,"Yangte, Kra Daadi District, Arunachal Pradesh, India",Arunachal Pradesh,27.827,93.624,Landslide,Rain,Medium,Unknown,1,0,Echo of Arunachal,http://echoofarunachal.in/newecho/2017/05/16/one-dies-in-landslide/,GLC,,Known within 1 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-05-03 05:30:00
9797,"5/24/17, 7:30 PM",Mudslide in on Sarli-Damin road,"Sarli-Damin road in Kurung Kumey district, near Lee village",Arunachal Pradesh,27.77,93.51,Mudslide,Rain,Small,Above road,1,0,Arunachal Times,http://www.arunachaltimes.in/mudslide-kills-one/,GLC,,Known within 25 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-05-24 19:30:00
9743,"6/4/17, 5:30 AM",Landslide near Itangar,"Poma River, west of Itangar",Arunachal Pradesh,27.059,93.542,Landslide,Unknown,Medium,Natural slope,0,0,Arunachal Times,http://www.arunachaltimes.in/pipeline-damaged-in-poma-water-crisis-lingers-on/,GLC,,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-06-04 05:30:00
9829,"6/19/17, 9:30 AM",Landslide in Chimpu,,Arunachal Pradesh,27.07,93.615,Landslide,Unknown,Small,Urban,1,,Arunachal Times,http://www.arunachaltimes.in/akddsu-mourns-students-death/,GLC,,Known within 1 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-06-19 09:30:00
11176,"6/20/17, 2:30 PM",Fatal landslide in Gussar circle,"Gussar, Upper Subansiri, Arunachal Pradesh",Arunachal Pradesh,28.108,94.183,Landslide,Rain,Medium,Unknown,1,0,The Arunachal Times,http://www.arunachaltimes.in/man-buried-alive-in-landslide/,GLC,,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-06-20 14:30:00
9834,"6/21/17, 12:30 PM",Landslide in Itanagar,"Poma, 6km away from Itanagar",Arunachal Pradesh,27.059,93.541,Landslide,Rain,Small,Natural slope,0,0,Arunachal Times,http://www.arunachaltimes.in/landslide-disrupts-water-supply-again/,GLC,,Known within 1 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-06-21 12:30:00
9933,"6/30/17, 4:30 PM",Landslide threatens orphanage with collapse,"Jollang, Itanagar Sub-District, Papum Pare, Arunachal Pradesh, 791123",Arunachal Pradesh,27.048,93.619,Landslide,Downpour,Medium,Natural slope,0,0,The Arunachal Times,http://www.arunachaltimes.in/nature-unleashes-fury-leaves-trail-of-devastation-in-itanagar/,GLC,,Known within 1 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-06-30 16:30:00
9934,"7/1/17, 5:30 AM",Landslide blocks road,"Bhalukpong, West Kameng, Arunachal Pradesh",Arunachal Pradesh,27.011,92.642,Landslide,Continuous rain,Small,Above road,0,0,Arunachal Times,http://www.arunachaltimes.in/nature-unleashes-fury-leaves-trail-of-devastation-in-itanagar/,GLC,,Known within 1 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-07-01 05:30:00
9932,"7/1/17, 10:30 AM",Landslide near Dree Festival Ground,"Dree Festival Ground, NH-415, Arunachal Pradesh, India",Arunachal Pradesh,27.106,93.66,Landslide,Downpour,Medium,Below road,0,0,The Arunachal Times,http://www.arunachaltimes.in/nature-unleashes-fury-leaves-trail-of-devastation-in-itanagar/,GLC,,Known exactly,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-07-01 10:30:00
9935,"7/1/17, 12:30 PM",House in Itanagar washed away by landslide,"Sanglo Potum (??), Itanagar, Papum Pare, Arunachal Pradesh",Arunachal Pradesh,27.082,93.608,Landslide,Continuous rain,Medium,Natural slope,0,0,Arunachal Pradesh,http://www.arunachaltimes.in/nature-unleashes-fury-leaves-trail-of-devastation-in-itanagar/,GLC,,Known within 5 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-07-01 12:30:00
9993,"7/5/17, 3:30 AM",Landslide along Daporijo-Dumporijo road,"Daporijo-Dumporijo road, Arunachal Pradesh, India",Arunachal Pradesh,27.979,94.263,Landslide,Rain,Small,Above road,0,0,The Arunachal Times,http://www.arunachaltimes.in/landslide-washes-away-house-in-daporijo/,GLC,,Known within 10 km,NASA COOLR,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK,2017-07-05 03:30:00
