event_id,date_std,timestamp_utc,year,state,latitude,longitude,event_title,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,source_name,source_catalog,source_record_id,source_dataset,source_link,verification_basis,data_quality_flag,elevation,slope,aspect,curvature,landslide
APDA-NEG-00011,2018-02-06,2018-02-06 12:00:00,2018,Himachal Pradesh,30.4818,77.5851,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00011,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,394,5.2,331.7,-0.0195,0
APDA-NEG-00012,2003-09-05,2003-09-05 12:00:00,2003,Himachal Pradesh,30.4489,77.6826,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00012,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,421,5.4,280.8,-0.0189,0
APDA-NEG-00013,1995-08-01,1995-08-01 12:00:00,1995,Himachal Pradesh,30.4426,77.6188,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00013,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,396,4.3,85.9,0.001,0
APDA-NEG-00014,1995-05-12,1995-05-12 12:00:00,1995,Himachal Pradesh,30.3842,77.6417,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00014,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,400,4.3,26.0,0.0073,0
APDA-NEG-00015,1997-01-20,1997-01-20 12:00:00,1997,Himachal Pradesh,30.4475,77.5952,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00015,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,414,6.2,80.1,0.0125,0
APDA-NEG-00016,1995-01-20,1995-01-20 12:00:00,1995,Himachal Pradesh,30.4127,77.5857,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00016,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,395,6.4,145.8,-0.0171,0
APDA-NEG-00017,2007-07-21,2007-07-21 12:00:00,2007,Himachal Pradesh,30.4823,77.5656,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00017,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,418,6.0,98.3,-0.016,0
APDA-NEG-00018,2017-08-22,2017-08-22 12:00:00,2017,Himachal Pradesh,30.4783,77.5878,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00018,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,385,4.9,31.6,-0.0071,0
APDA-NEG-00019,2007-04-24,2007-04-24 12:00:00,2007,Himachal Pradesh,30.4078,77.6053,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00019,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,398,5.6,242.2,-0.0008,0
APDA-NEG-00020,2014-07-18,2014-07-18 12:00:00,2014,Himachal Pradesh,30.4151,77.6093,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00020,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,394,5.4,252.9,-0.0085,0
APDA-NEG-00021,2015-06-14,2015-06-14 12:00:00,2015,Himachal Pradesh,30.4959,77.5724,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00021,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,426,4.4,304.6,-0.0086,0
APDA-NEG-00022,1995-06-17,1995-06-17 12:00:00,1995,Himachal Pradesh,30.3977,77.6499,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00022,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,403,5.8,358.6,-0.0136,0
APDA-NEG-00023,2011-03-04,2011-03-04 12:00:00,2011,Himachal Pradesh,30.4132,77.577,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00023,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,424,5.4,44.8,0.0144,0
APDA-NEG-00024,2000-05-23,2000-05-23 12:00:00,2000,Himachal Pradesh,30.4698,77.6129,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00024,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,409,5.6,299.4,-0.0101,0
APDA-NEG-00025,2017-11-28,2017-11-28 12:00:00,2017,Himachal Pradesh,30.3901,77.6016,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00025,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,403,6.4,158.2,-0.0087,0
APDA-NEG-00026,2004-08-12,2004-08-12 12:00:00,2004,Himachal Pradesh,30.4389,77.6699,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00026,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,381,6.3,142.0,0.0129,0
APDA-NEG-00027,2004-08-01,2004-08-01 12:00:00,2004,Himachal Pradesh,30.463,77.6159,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00027,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,404,4.3,216.3,0.0106,0
APDA-NEG-00028,2001-05-04,2001-05-04 12:00:00,2001,Himachal Pradesh,30.4374,77.6311,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00028,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,378,4.7,128.0,-0.0146,0
APDA-NEG-00029,2017-04-16,2017-04-16 12:00:00,2017,Himachal Pradesh,30.4154,77.565,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00029,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,400,4.7,151.5,0.0199,0
APDA-NEG-00030,2010-12-09,2010-12-09 12:00:00,2010,Himachal Pradesh,30.4524,77.5861,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00030,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,387,4.8,352.2,0.0194,0
APDA-NEG-00031,2000-09-19,2000-09-19 12:00:00,2000,Himachal Pradesh,30.4053,77.5663,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00031,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,425,5.9,291.7,-0.0022,0
APDA-NEG-00032,2004-12-23,2004-12-23 12:00:00,2004,Himachal Pradesh,30.4453,77.5968,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00032,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,397,6.0,314.6,0.0092,0
APDA-NEG-00033,2018-09-09,2018-09-09 12:00:00,2018,Himachal Pradesh,30.4099,77.6245,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00033,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,411,4.3,121.4,-0.0133,0
APDA-NEG-00034,2007-10-14,2007-10-14 12:00:00,2007,Himachal Pradesh,30.4133,77.5925,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00034,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,388,5.4,53.3,-0.0187,0
APDA-NEG-00035,2021-12-20,2021-12-20 12:00:00,2021,Himachal Pradesh,30.388,77.6345,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00035,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,404,6.0,356.1,0.0023,0
APDA-NEG-00036,2011-01-03,2011-01-03 12:00:00,2011,Himachal Pradesh,30.3792,77.673,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00036,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,396,5.0,129.1,0.0148,0
APDA-NEG-00037,2016-07-16,2016-07-16 12:00:00,2016,Himachal Pradesh,30.3814,77.5652,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00037,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,398,4.8,285.0,-0.0096,0
APDA-NEG-00038,2014-11-17,2014-11-17 12:00:00,2014,Himachal Pradesh,30.473,77.5697,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00038,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,398,6.3,146.6,0.0094,0
APDA-NEG-00039,2013-10-02,2013-10-02 12:00:00,2013,Himachal Pradesh,30.4267,77.6787,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00039,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,411,4.6,121.4,0.002,0
APDA-NEG-00040,2009-11-06,2009-11-06 12:00:00,2009,Himachal Pradesh,30.4847,77.5653,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00040,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,398,4.3,140.5,-0.0044,0
APDA-NEG-00041,2012-07-19,2012-07-19 12:00:00,2012,Himachal Pradesh,30.4026,77.6552,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00041,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,406,5.7,105.7,-0.0134,0
APDA-NEG-00042,2019-04-23,2019-04-23 12:00:00,2019,Himachal Pradesh,30.4875,77.5842,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00042,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,419,6.4,124.4,-0.0174,0
APDA-NEG-00043,2009-05-18,2009-05-18 12:00:00,2009,Himachal Pradesh,30.3943,77.6054,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00043,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,378,5.7,224.9,0.0191,0
APDA-NEG-00044,1995-05-14,1995-05-14 12:00:00,1995,Himachal Pradesh,30.4547,77.6079,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00044,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,386,5.2,131.5,-0.0095,0
APDA-NEG-00045,1998-05-26,1998-05-26 12:00:00,1998,Himachal Pradesh,30.4556,77.6633,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00045,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,387,5.4,25.2,-0.0031,0
APDA-NEG-00046,1995-01-01,1995-01-01 12:00:00,1995,Himachal Pradesh,30.4263,77.6394,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00046,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,401,5.6,275.9,-0.0139,0
APDA-NEG-00047,2013-10-03,2013-10-03 12:00:00,2013,Himachal Pradesh,30.4057,77.5781,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00047,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,390,4.5,336.2,0.0128,0
APDA-NEG-00048,2008-06-09,2008-06-09 12:00:00,2008,Himachal Pradesh,30.4595,77.6442,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00048,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,426,6.1,332.4,-0.009,0
APDA-NEG-00049,1999-03-17,1999-03-17 12:00:00,1999,Himachal Pradesh,30.4878,77.5661,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00049,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,409,4.8,97.4,-0.0135,0
APDA-NEG-00050,2007-12-28,2007-12-28 12:00:00,2007,Himachal Pradesh,30.3874,77.577,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00050,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,386,6.1,250.0,-0.012,0
APDA-NEG-00051,2020-06-05,2020-06-05 12:00:00,2020,Himachal Pradesh,30.4105,77.6319,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00051,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,416,5.1,245.2,-0.0106,0
APDA-NEG-00052,1995-01-12,1995-01-12 12:00:00,1995,Himachal Pradesh,30.4797,77.5806,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00052,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,415,5.2,227.0,-0.0106,0
APDA-NEG-00053,2014-06-17,2014-06-17 12:00:00,2014,Himachal Pradesh,30.4949,77.5724,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00053,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,378,5.8,342.5,-0.0193,0
APDA-NEG-00054,1998-11-17,1998-11-17 12:00:00,1998,Himachal Pradesh,30.3888,77.6248,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00054,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,413,5.7,203.3,-0.0078,0
APDA-NEG-00055,2003-04-11,2003-04-11 12:00:00,2003,Himachal Pradesh,30.4121,77.6715,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00055,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,397,5.9,308.2,-0.0135,0
APDA-NEG-00056,2017-07-15,2017-07-15 12:00:00,2017,Himachal Pradesh,30.4223,77.5781,Absence Control: Paonta Sahib Yamuna Basin,Paonta Sahib Yamuna Basin,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00056,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,400,6.0,269.6,0.0075,0
